playerID,yearID,teamID,G,AB,R,H,X2B,X3B,HR,BB,HBP,SF,salary
tavarju01,2006,BOS,58,0,0,0,0,0,0,0,0,0,3350000
taverwi01,2006,HOU,149,529,83,147,19,5,1,34,11,2,402000
teahema01,2006,KCA,109,393,70,114,21,7,18,40,2,2,416000
teixema01,2006,TEX,162,628,99,177,45,1,33,89,4,6,9000000
tejadmi01,2006,BAL,162,648,99,214,37,0,24,46,9,6,13811415
tejedro01,2006,TEX,14,2,0,0,0,0,0,0,0,0,389450
thamema01,2006,DET,110,348,61,89,20,2,26,37,4,1,432500
theriry01,2006,CHN,53,134,34,44,11,3,3,17,2,0,390000
thomafr04,2006,OAK,137,466,77,126,11,0,39,81,6,6,5560000
thomeji01,2006,CHA,143,490,108,141,26,0,42,107,6,7,14833333
thompbr01,2006,SLN,43,2,0,1,0,0,0,0,0,0,400000
thompmi03,2006,SDN,19,25,2,4,0,0,0,1,0,0,382000
thomsjo01,2006,ATL,18,30,1,8,2,0,0,0,0,0,500000
thormsc01,2006,ATL,55,128,13,30,11,0,5,5,0,0,380000
thornma01,2006,CHA,63,0,0,0,0,0,0,0,0,0,425000
timlimi01,2006,BOS,68,0,0,0,0,0,0,0,0,0,2800000
tomkobr01,2006,LAN,45,25,2,3,0,0,0,1,0,0,4100000
torresa01,2006,PIT,94,5,0,1,0,0,0,0,0,0,2733333
torreyo01,2006,COL,65,223,23,55,16,3,7,11,4,1,1075000
towerjo01,2006,TOR,15,5,1,1,0,0,0,0,0,0,2900000
trachst01,2006,NYN,30,50,4,7,1,0,1,4,1,0,3000000
tracych01,2006,ARI,154,597,91,168,41,0,20,54,5,5,3000000
treanma01,2006,FLO,67,157,12,36,6,1,2,19,5,2,380000
tulowtr01,2006,COL,25,96,15,23,2,0,1,10,1,0,381000
turnbde01,2006,MIL,64,1,0,0,0,0,0,0,0,0,2470667
tynerja01,2006,MIN,62,218,29,68,5,2,0,11,1,2,400000
ugglada01,2006,FLO,154,611,105,172,26,7,27,48,9,8,392000
uptonbj01,2006,TBA,50,175,20,43,5,0,1,13,1,0,386900
uribeju01,2006,CHA,132,463,53,109,28,2,21,13,3,7,4150000
utleych01,2006,PHI,160,658,131,203,40,4,32,63,14,4,4785714
valenja01,2006,CIN,92,186,24,50,6,1,8,13,0,2,1250000
valenjo03,2006,NYN,137,384,56,104,24,3,18,37,0,6,3800000
valvejo01,2006,ARI,44,0,0,0,0,0,0,0,0,0,2000000
vargacl01,2006,ARI,31,51,1,5,3,0,0,0,0,0,2500000
varitja01,2006,BOS,103,365,46,87,19,2,12,46,2,2,11000000
vazquja01,2006,CHA,33,1,1,1,0,0,0,0,0,0,12500000
verasjo01,2006,NYA,12,0,0,0,0,0,0,0,0,0,382475
verlaju01,2006,DET,30,1,0,0,0,0,0,0,0,0,1030000
victosh01,2006,PHI,153,415,70,119,19,8,6,24,14,1,410000
vidrojo01,2006,WAS,126,463,52,134,26,1,7,41,3,4,7500000
villaca01,2006,MIL,10,15,0,1,0,0,0,0,0,0,384500
villaos01,2006,ATL,58,7,0,0,0,0,0,0,0,0,925000
vizcalu01,2006,ARI,70,0,0,0,0,0,0,0,0,0,3000000
vizquom01,2006,SFN,153,579,88,171,22,10,4,56,6,5,5140084
wagnebi02,2006,NYN,70,0,0,0,0,0,0,0,0,0,10500000
wagnery01,2006,WAS,26,3,0,1,0,0,0,0,0,0,425000
wainwad01,2006,SLN,61,6,2,3,1,0,1,0,0,0,410000
wakefti01,2006,BOS,23,4,0,0,0,0,0,0,0,0,4000000
walkeja01,2006,DET,56,0,0,0,0,0,0,0,0,0,3000000
walketo04,2006,CHN,94,318,38,88,16,1,6,38,1,4,450000
walketo04,2006,SDN,44,124,18,35,6,1,3,17,0,1,450000
wangch01,2006,NYA,34,4,0,0,0,0,0,0,0,0,489500
wardda01,2006,ATL,20,26,2,8,1,0,1,1,0,0,1000000
wardda01,2006,WAS,78,104,15,32,9,0,6,14,2,3,1000000
wasdijo01,2006,TEX,9,0,0,0,0,0,0,0,0,0,600000
washbja01,2006,SEA,31,2,0,0,0,0,0,1,0,0,9850000
weathda01,2006,CIN,67,1,0,0,0,0,0,0,0,0,2250000
weaveje01,2006,SLN,17,27,1,3,1,0,0,3,0,0,8325000
weaveje01,2006,LAA,16,3,0,1,0,0,0,0,0,0,8325000
weaveje02,2006,LAA,19,0,0,0,0,0,0,0,0,0,385000
webbbr01,2006,ARI,33,73,4,11,2,0,0,2,0,1,4500000
weeksri01,2006,MIL,95,359,73,100,15,3,8,30,19,3,1320000
welleto01,2006,KCA,28,2,0,0,0,0,0,0,0,0,635000
welleto01,2006,FLO,18,0,0,0,0,0,0,0,0,0,635000
wellsda01,2006,SDN,5,5,0,1,0,0,0,0,0,0,3000000
wellsda01,2006,BOS,8,0,0,0,0,0,0,0,0,0,3000000
wellski01,2006,TEX,2,0,0,0,0,0,0,0,0,0,4000000
wellski01,2006,PIT,7,11,0,1,0,0,0,0,0,0,4000000
wellsve01,2006,TOR,154,611,91,185,40,5,32,54,3,9,8787500
westbja01,2006,CLE,32,4,0,2,1,0,0,0,0,0,6100000
wheelda01,2006,HOU,75,0,0,0,0,0,0,0,0,0,2100000
whiteri01,2006,PHI,38,0,0,0,0,0,0,0,0,0,600000
whiteri01,2006,CIN,26,0,0,0,0,0,0,0,0,0,600000
whitero02,2006,MIN,99,337,32,83,17,1,7,11,4,3,2500000
wickmbo01,2006,ATL,28,0,0,0,0,0,0,0,0,0,6500000
wickmbo01,2006,CLE,29,0,0,0,0,0,0,0,0,0,6500000
wiggity01,2006,TBA,122,444,55,122,25,1,24,32,6,3,2700000
wilkebr01,2006,TEX,95,320,56,71,15,2,15,37,3,3,4350000
willida07,2006,NYN,6,9,1,2,0,0,0,2,0,0,1250000
willida07,2006,CIN,8,12,0,1,0,0,0,1,0,0,1250000
willido03,2006,FLO,35,64,8,11,0,1,3,6,0,0,6450000
willije02,2006,CHN,5,2,0,0,0,0,0,0,0,0,500000
willijo03,2006,FLO,142,502,62,139,28,2,26,54,11,6,380000
willire03,2006,LAA,28,45,12,12,1,0,0,11,0,0,382500
willisc01,2006,SDN,11,0,0,0,0,0,0,0,0,0,900000
willisc01,2006,CHN,31,0,0,0,0,0,0,0,0,0,900000
williwo02,2006,SDN,26,54,3,11,1,0,0,2,0,0,6000000
wilsocj01,2006,TEX,44,0,0,0,0,0,0,0,0,0,391043
wilsocr03,2006,PIT,85,255,38,68,11,2,13,24,5,2,2000000
wilsocr03,2006,NYA,40,104,15,22,4,0,4,4,1,0,2000000
wilsoja02,2006,PIT,142,543,70,148,27,1,8,33,4,5,5400000
wilsopr01,2006,HOU,102,390,40,105,22,2,9,22,2,3,1000000
wilsopr01,2006,SLN,33,111,18,27,3,0,8,7,2,0,1000000
wilsova01,2006,DET,56,152,18,43,9,0,5,2,3,1,950000
winnra01,2006,SFN,149,573,82,150,34,5,11,48,7,4,4750000
wisema01,2006,MIL,40,1,0,0,0,0,0,0,0,0,1050000
witasja01,2006,OAK,20,0,0,0,0,0,0,0,0,0,1500000
wolfra02,2006,PHI,13,21,2,4,2,0,0,2,0,2,7477969
woodja02,2006,FLO,12,13,3,6,2,0,0,1,0,0,390000
woodke02,2006,CHN,4,6,0,3,1,0,0,0,0,0,1750000
woodmi01,2006,KCA,23,3,0,0,0,0,0,0,0,0,420000
woodwch01,2006,NYN,83,222,25,48,10,1,3,23,1,3,850000
wrighda03,2006,NYN,154,582,96,181,40,5,26,66,5,8,1250000
wrighja02,2006,NYA,31,3,0,0,0,0,0,1,0,1,7000000
wuertmi01,2006,CHN,41,0,0,0,0,0,0,0,0,0,415000
yatesty01,2006,ATL,56,0,0,0,0,0,0,0,0,0,412500
youklke01,2006,BOS,147,569,100,159,42,2,13,91,9,11,424500
youngch03,2006,SDN,31,54,2,7,2,1,0,0,0,0,600000
youngch04,2006,ARI,30,70,10,17,4,0,2,6,1,1,380000
youngde03,2006,TBA,30,126,16,40,9,1,3,1,3,1,1340000
youngdm01,2006,DET,48,172,19,43,4,1,7,11,0,1,500000
youngmi02,2006,TEX,162,691,93,217,52,3,14,48,1,8,3575000
zambrca01,2006,CHN,37,73,9,11,0,0,6,1,0,1,12400000
zambrvi01,2006,NYN,5,5,0,0,0,0,0,0,1,0,500000
zaungr01,2006,TOR,99,290,39,79,19,0,12,41,3,5,3500000
zitoba01,2006,OAK,34,3,0,0,0,0,0,0,0,0,10000000
zobribe01,2006,TBA,52,183,10,41,6,2,2,10,0,3,383400
zumayjo01,2006,DET,62,0,0,0,0,0,0,0,0,0,410000
